date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
09/14/2018,"New Workout Plan","QoD: What is the most exotic food youve eaten?– Metcon: Benchmark workout with a fair amount of work in 2 rounds. Be smart and don’t hit failure with your push-ups; break your sets strategically. 80% effort.”New Workout Plan”2 RFT:75 Air Squats50 Push-ups25 T2B800m RunRx+:(50 Alt. Pistols each round in place of Air Squats)L2: (50 Air Squats) (30 Box Push-ups) (Knee Lifts)L1: (35 Air Squats) (15 Box Push-ups) (Abmat Sit-ups) (400-600m Run)25:00 Cap",1500,"25:00","Time","","[{""secs"":0,""mins"":25}]","Wore the vest for this one. Finished 200 of the last 800m. 😕",RX,PR
09/15/2018,"Metcon","QoD: Would you rather lose all of your money and valuables or all of the pictures you have ever taken?– Metcon: Today’s workout has 4 stations where your team will rotate through in order giving someone 60s rest at station 4. Work for max reps at each station, but be smart with your pacing and keep your effort around 80%. Score = total reps for the entire team of 3.In teams of 3:5 Rounds for Max Reps of:Station 1: Wallballs (20, 14) x 60sStation 2: Burpees x 60sStation 3: Rope Climbs x 60sStation 4: Rest L2: (14, 10) (Half Rope Climbs, ground to standing)L1: (10, 8) (Bike or Row for calories in place of Rope Climbs)*Score = total reps",0,"0","Reps","","[{""reps"":0}]","Didn’t count 🤷🏼‍♂️Partnered with Natalie, Jason and Matt. ",RX,
09/15/2018,"Extra Credit","Recovery at an easy pace2:00 Jog2:00 Bike2:00 Row2:00 Foam Rolling",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
09/16/2018,"Strength","1a) DB Split Squats: 4 x 8-10 ea. Rest 30s.1b) DB Hammer Curls: 4 x 10. Rest 30s.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
09/16/2018,"Clean 5x3","Clean for load: #1:  3 reps #2:  3 reps #3:  3 reps #4:  3 reps #5:  3 reps",195,"195","Load","Clean","[{""success"":true,""load"":115},{""success"":true,""load"":135},{""success"":true,""load"":155},{""success"":true,""load"":185},{""success"":true,""load"":195}]","",RX,
09/16/2018,"Deadlift 10x5","Deadlift for load: #1:  5 reps #2:  5 reps #3:  5 reps #4:  5 reps #5:  5 reps #6:  5 reps #7:  5 reps #8:  5 reps #9:  5 reps #10:  5 reps",225,"225","Load","Deadlift","[{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225}]","Emom 10 x 5 ",RX,
09/17/2018,"Squat Snatch","QoD: Whats your favorite dinosaur?– Strength: Today you’ll have one barbell where you’ll add weight each set with the goal of building to a challenging set. These EMOM sets do not include your warm-up sets so you’ll likely 4-5 sets of prep before we start the clock. This will allow you to have a good plan before starting in terms of weight selection. Your final deadlift weight should be heavy.EMOM 5: 1 Squat Snatch*Add weight each round**Record heaviest weight",125,"125","Load","","[{""success"":true,""load"":125}]","",RX,
09/17/2018,"Squat Clean + Jerk","EMOM 5:1 Squat Clean + Jerk*Add weight each round**Record heaviest set",155,"155","Load","","[{""success"":true,""load"":155}]","",RX,
09/17/2018,"Touch n Go Deadlift","EMOM 5:3 Touch n Go Deadlift*Add weight each set*Record heaviest set",305,"305","Load","","[{""success"":true,""load"":305}]","",RX,
09/20/2018,"Back Squat 3x3","QoD: What is or was your favorite fast food restaurant?– Strength: Final week of back squats with the goal of performing 3 singles at 90% of your 1RM. Even if these feel easier than 90% stick to your current numbers and work on perfect reps.Back Squat: 3 x 3 @85%. Rest 2:00",235,"235","Load","Back Squat","[{""success"":true,""load"":235},{""success"":true,""load"":235},{""success"":true,""load"":235}]","",RX,
09/20/2018,"Back Squat 3x1","Back Squat: 3 x 1 @90%. Rest 2:00",245,"245","Load","Back Squat","[{""success"":true,""load"":245},{""success"":true,""load"":245},{""success"":true,""load"":245}]","",RX,
09/20/2018,"Metcon","– Metcon: Today’s metcon has multiple components to tax the posterior chain and aerobic system. Effort should be 100%.EMOM 20:Minute 1: 100 Ft. Front Rack Carry (53s, 35s)Minute 2: 15 Russian Swings (70, 53)Minute 3: 5 High Box JumpsMinute 4: 15 Ball Slams (30, 20) Rx+:(Band Resisted Swings) (36, 20)L3: (53, 35) (24, 20)L2: (45, 30) (20, 15)L1: (35, 25) (20, 15 Alt. Step-ups)*Alternate Options- Ball Slams = Weighted Sit-ups",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
09/20/2018,"Extra Credit","Banded Pull-Through: 4 x 25. Rest 60s.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
09/21/2018,"Floor Press 1RM","QoD: Who is Bobby Axelrod?– Strength: Build to a 1-RM Floor press over the course of 6-7 sets. Make sure you have a spotter in place and try to beat your previous max by 5#s.Floor Press: 1RM. Rest 2:00- Beginner: 5 x 5, adding weight if form permits. Rest 2:00*7/19/17, 2/13/18",210,"210","Load","Floor Press","[{""success"":true,""load"":210}]","",RX,
09/21/2018,"Metcon Prep","2 Sets of:5 Push press5 T2B10 Wallballs",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
09/21/2018,"Bobby Axelrod","– Metcon: This workout has the added challenge to force you to complete your wallballs UB. Break your sets of T2B/Push Press early so you’ll have the ability to maintain UB wallballs and not incur the burpee penalty.”Bobby Axelrod”For time:21-15-9Push Press (135, 95)T2B*33 UB Wallballs after each set (20, 14) (10’, 9’)*If you break during your wallballs Complete 10 Burpees on the spotL3: (115, 75)L2: (95, 65) (Knee Lifts) (14, 10)L1: (75, 55) (Abmat Sit-ups) (10, 8 not UB)15:00 Cap*last done 6/22",900,"15:00","Time","","[{""secs"":0,""mins"":15}]","",SCALED,
09/23/2018,"Extra Credit","*Make up an accessory session you missed from this past week",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
09/23/2018,"Row 5k","Row 5k",1180,"19:40","Time","","[{""secs"":40,""mins"":19}]","",RX,PR
09/24/2018,"Front Box Squat 2RM","QoD: How many pets do you currently have?– Strength: Build to a 2RM Front Box Squat over the course of 6-7 sets. If you’ve done this before use the same exact box height and try to beat your previous record by 5#s. You’ll need this number for Thursday.1) Front Squat Box Squat: 2RM. Rest 2:00- Use a 13-15"""" Box. - Beginner: 5 x 5, adding weight if form permits.* last done 6/4",205,"205","Load","Front Box Squat","[{""success"":true,""load"":205}]","Stopped because of left knee pain ",RX,
09/24/2018,"Deadlift 3x3","2) Touch n Go Deadlift: 3 x 3. Rest 60s.- work up to Metcon weight.",225,"225","Load","Deadlift","[{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225}]","",RX,
09/24/2018,"Metcon","– Metcon: Deadlifts should be challenging, but capable of being done touch n go in sets of 5. Have a goal in mind in terms of your splits for each round and try to hang on to that as long as possible.""Chuck Taylors""AMRAP 8:10 Deadlifts (225, 155) 10 BurpeesL3: (185, 125)L2: (155, 105)L1: (135, 95)*Last done on 12/8/17, 8/21/17",5.008,"5+8","Rounds + Reps","","[{""rnds"":5,""reps"":8}]","",RX,
09/24/2018,"Extra Credit","Double Leg Banded Leg Curls: 3 x 30-50. Rest 30s.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
09/28/2018,"Accessory","1) Rollback Tricep Extensions: 3 x 15. Rest 30s.2) Barbell Curls: 3 x 10. Rest 30s.",0,"0","Load","","[{""boolean"":1}]","",RX,
09/28/2018,"Metcon","– Metcon: Max Effort test today! Don’t try to pace this test, just go all-out!Assault Bike Test: 4 Minutes Max CaloriesOR Row Calorie Test: 4 Minutes Max Calories",83,"83","Calories","","[{""calories"":83}]","",RX,
09/28/2018,"Push Press 10-8-6-4","Which ice cream or froyo topping do you avoid at all cost?– Strength: Today we’ll spend some time working the upper-body. Build to a heavy set of 4 on the Push Press.1) Push Press: 10-8-6-4. Rest 2:00– Build to a challenging set.Push Press for load: #1: 10 reps #2: 8 reps #3: 6 reps #4: 4 reps",135,"135","Load","Push Press","[{""success"":true,""load"":75},{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":135}]","Slowly feel my shoulders getting stronger!",RX,
09/30/2018,"Skill","1) Pick 1 Gymnastics Movement + 1 Oly Movement. Superset them working on small sets for 10 minutes.2) Set-up/Warm-up for the Metcon ie. Power Cleans, Rowers, Push-ups",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
09/30/2018,"Metcon","For time:10-9-8-7-6-5-4-3-2-1Power Cleans (115, 75)Push-ups*Calorie Row x 2 (20-18-16-14-12-10-8-6-4-2)Rx+:(135, 95) (HSPU in place of push-ups)L3: (95, 65)L2: (75, 55) (Box Push-ups)L1: (Russian Swings 35, 25) (Box Push-ups) (Cal Row NOT x 2)20:00 Cap",925,"15:25","Time","","[{""secs"":25,""mins"":15}]","",RX,
10/01/2018,"Overhead Squat 3RM","QoD: What is your favorite ""one hit wonder""? (Song or artist)– Strength: Build to a heavy set of 3 OHS in in 5-6 sets. This will be done from a rack today.Overhead Squat for load: #1: 3 reps #2: 3 reps #3: 3 reps #4: 3 reps #5: 3 reps #6: 3 reps",165,"165","Load","Overhead Squat","[{""success"":true,""load"":45},{""success"":true,""load"":75},{""success"":true,""load"":105},{""success"":true,""load"":135},{""success"":true,""load"":165}]","Only got 1 rep @ 165 ☹️",RX,
10/01/2018,"Metcon Prep","Metcon Prep: 2 Sets of10 Thrusters5 Pull-ups 5 BurpeesRest 60s",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
10/01/2018,"Jackie","Classic Benchmark workout that is intended to be done at near maximal effort. Do not overlook empty bar thrusters especially after 1k Row. This is the type of workout we want you to move faster and overscale if needed. This workout should NOT take longer than 11 minutes.For time:• 1000m row• 50 Thruster 45/35#• 30 Pull-upsL2: (35, 25) (Band Assisted Pull-ups)L1: (25, 15) (Ring Rows)Alt. Scaling Options:– 1k Row = 800m Run11:00 Capdone May 12, 2017Aug 4, 2017October 27, 2017",551,"9:11","Time","","[{""secs"":11,""mins"":9}]","Had to go to jumping pull-ups ",SCALED,PR
10/03/2018,"Metcon","– Metcon: Working with a partner split work as needed. This workout should be done around 60-80% effort depending on how you feel and how you’ve already trained this week.AMRAP 22 with a partner:Run 800 Meters50 Walking Lunges (BW)50 G20H with a plate (45, 25)L2: (25, 15) L1: (15, 10)(Score run as 1 rep per 200m) Potential for 104 reps per round",3.002,"3+2","Rounds + Reps","","[{""rnds"":3,""reps"":2}]","Wore the vest. Partnered with Kar. ",RX,
10/03/2018,"Extra Credit","Banded Leg Curls: 3 x 50 ea. Rest 30s.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
10/03/2018,"Skill Work","QoD: When is the last time you tripped?– Skill: Today’s skill work involves 2 static holds and alternating pistols. Work on position and move through this work at a slow pace.3 Rounds of:10s L-Sit Hold20s Handstand Hold or Walk30s Alt. Pistol PracticeRest 60s",0,"3","Other / Text","","[{""other"":""3""}]","Ring L-ish sitsHandstand walk attemptsPistols",RX,
10/04/2018,"Tugboat","– Metcon: Benchmark workout that will challenge you to complete the work under the. This cap is doable though, but cleans must be light and you cannot rest more than planned.”Tugboat”2 RFT:25 Power Cleans (115, 75)25 Bar Facing BurpeesL3: (95, 65)L2: (75, 55)L1: (95, 65 Clean Grip Deadlifts) (Regular Burpees)10:00 Cap*last done 6/12/17",523,"8:43","Time","","[{""secs"":43,""mins"":8}]","",RX,PR
10/04/2018,"Front Box Squat 8x3","QoD: What is your favorite cult classic movie (if none, just fave movie)? – Strength: Week 2 of Speed work with Front Box Squat. Even though the weights are heavier, speed should be maintained. This work will be pretty fast paced and is a good test of work capacity. Make sure you use the same box height as the 2RM day & note it.EMOM 8: 3 Front Box Squats @65% of Last Monday 2RM.",205,"205","Load","Front Box Squat","[{""success"":true,""load"":135},{""success"":true,""load"":155},{""success"":true,""load"":175},{""success"":true,""load"":185},{""success"":true,""load"":205},{""success"":true,""load"":205},{""success"":true,""load"":205},{""success"":false,""load"":225}]","",RX,
10/04/2018,"Power Clean","Touch n Go Power Clean: 3 x 3, adding weight each set working above desired Metcon weight. Rest 60s.*Record heaviest set",165,"165","Load","","[{""success"":true,""load"":165}]","",RX,
10/05/2018,"Skill Work","QoD: When are you the most grumpy?*Spend 15 minutes working on proficiency with Hang Power Snatches (these should be light) and Rope Climbs. This work should not take away from the Metcon.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
10/05/2018,"Metcon","– Metcon: This workout is intended to be slower as you’ll incur interference​ from all 3 movements that involve grip. Hang Power Snatch should be light and completed UB. Effort should be around 80%.5 Sets, not for time:2/1 Rope Climbs15 Hang Power Snatch (75, 55)200 Ft. Single Arm Farmer Carry (70, 53) (100 ft. each)Rest 90sRx+:(Legless Rope Climbs) (95, 65) L3: (65, 45) (8/6 Strict Chin-ups in place of 2 Rope Climbs) L2: (55, 35) (8/6 Strict Chin-ups in place of 2 Rope Climbs Band Assisted)*Score = what you ate for breakfast =)",0,"oatmeal","Other / Text","","[{""other"":""oatmeal""}]","Alternating between regular and legless rope climbs ",RX,
10/07/2018,"Metcon","3 Sets of:20 Alt. DB Curls (total)100 Ft. Bottoms-up KB Carry (50 ft. each)Rest 60s.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
10/07/2018,"Back Squat 4x5","Back Squat: 4 x 5. Rest 60s.",225,"225","Load","Back Squat","[{""success"":true,""load"":155},{""success"":true,""load"":185},{""success"":true,""load"":205},{""success"":true,""load"":225}]","",RX,
10/07/2018,"Bench Press 5x5","Bench Press for load: #1:  5 reps #2:  5 reps #3:  5 reps #4:  5 reps #5:  5 reps",185,"185","Load","Bench Press","[{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":135},{""success"":true,""load"":155},{""success"":true,""load"":185}]","",RX,
10/08/2018,"Strength","QoD: Do you ever get that mid-afternoon crash? Or do you feel a pretty even level energy throughout the day?– Strength: Build to a max load in the barbell complex of 3 deadlifts + 2 power cleans + 1 squat clean without removing your hands from the bar. You have a full 20 minutes so rest as much as needed between sets.For Max Load: 3 Deadlifts2 Power Cleans1 Squat Clean*All reps done without removing hands from the bar**Build to a complex max over the course of 6-8 sets. Rest 2:00 between sets.- Beginner: Practice with a light load or empty barbell. In between sets perform 8 challenging Goblet Box Squats-Last done on 7/23.",155,"155","Load","","[{""success"":true,""load"":155}]","",RX,
10/08/2018,"Southie","– Metcon: Benchmark workout. The goal of this piece is to focus on being efficient with the barbell and strategy as it’s easy to overshoot this one. Effort should be around 80-85% and loading should be heavy-ish for the squat cleans, likely a weight you’ll perform fast singles with.”Southie”For time:45 Deadlifts (155, 105)30 Hang Power Cleans (155, 105)15 Squat Cleans (155, 105)L3: (135, 95)L2: (115, 75)L1: (95, 65)10:00 Cap*Last done 7/16/18, 11/20/17Beginner Option:AMRAP 8:8 Deadlifts (135, 95)8 Goblet Squats (53, 35)8 Squat Thrusts",546,"9:06","Time","","[{""secs"":6,""mins"":9}]","135 lb barbellKnee pain has returned. 🤬",SCALED,
10/08/2018,"Extra Credit","Weighted Straight Leg Sit-ups: 4 x 10-15. Rest 60s.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
